id,title,season,episode,img_src,youtube_src,colors
100,Majestic Pine,8,9,https://www.twoinchbrush.com/images/painting198.png,https://www.youtube.com/embed/x5CoQj9zr-c,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
101,Cactus at Sunset,8,10,https://www.twoinchbrush.com/images/painting199.png,https://www.youtube.com/embed/XBqD3QhKU24,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Titanium White, Van Dyke Brown, Yellow Ochre"
102,Mountain Range,8,11,https://www.twoinchbrush.com/images/painting200.png,https://www.youtube.com/embed/V_l6olF3yHI,"Alizarin Crimson, Bright Red, Cadmium Yellow, Indian Yellow, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
103,Lonely Retreat,8,12,https://www.twoinchbrush.com/images/painting201.png,https://www.youtube.com/embed/qTDQt_PdlYc,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre"
104,Northern Lights,8,13,https://www.twoinchbrush.com/images/painting202.png,https://www.youtube.com/embed/vgbMONXc9Cs,"Alizarin Crimson, Black Gesso, Bright Red, Dark Sienna, Midnight Black, Phthalo Blue, Phthalo Green, Titanium White, Van Dyke Brown"
105,Winter Evergreens,9,1,https://www.twoinchbrush.com/images/painting177.png,https://www.youtube.com/embed/O6L5YPt9CeU,"Alizarin Crimson, Bright Red, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre"
106,Surf's Up,9,2,https://www.twoinchbrush.com/images/painting178.png,https://www.youtube.com/embed/ZKxFvyyOBPQ,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre"
107,Red Sunset,9,3,https://www.twoinchbrush.com/images/painting179.png,https://www.youtube.com/embed/e5JhYi_G-l0,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre"
108,Meadow Road,9,4,https://www.twoinchbrush.com/images/painting180.png,https://www.youtube.com/embed/u5VT_WGM0kg,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
109,Winter Oval,9,5,https://www.twoinchbrush.com/images/painting181.png,https://www.youtube.com/embed/pYWiLm_-sXw,"Alizarin Crimson, Bright Red, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown"
110,Secluded Beach,9,6,https://www.twoinchbrush.com/images/painting182.png,https://www.youtube.com/embed/WGUcw_kFvzU,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre"
111,Forest Hills,9,7,https://www.twoinchbrush.com/images/painting183.png,https://www.youtube.com/embed/E3XW_Zp238U,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
112,Little House by the Road,9,8,https://www.twoinchbrush.com/images/painting184.png,https://www.youtube.com/embed/3CDg_9gL-5M,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
113,Mountain Path,9,9,https://www.twoinchbrush.com/images/painting185.png,https://www.youtube.com/embed/e0VUprkc1n0,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
114,Country Charm,9,10,https://www.twoinchbrush.com/images/painting186.png,https://www.youtube.com/embed/9wp8NRzCJnw,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
115,Nature's Paradise,9,11,https://www.twoinchbrush.com/images/painting187.png,https://www.youtube.com/embed/7yU55PUls2c,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
116,Mountain by the Sea,9,12,https://www.twoinchbrush.com/images/painting188.png,https://www.youtube.com/embed/so--opB-yuQ,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
117,Mountain Hideaway,9,13,https://www.twoinchbrush.com/images/painting189.png,https://www.youtube.com/embed/q48EWPrbzVs,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
118,Towering Peaks,10,1,https://www.twoinchbrush.com/images/painting163.png,https://www.youtube.com/embed/1s58rW0_LN4,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
119,Cabin at Sunset,10,2,https://www.twoinchbrush.com/images/painting164.png,https://www.youtube.com/embed/a6Wil3OXNuI,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
120,Twin Falls,10,3,https://www.twoinchbrush.com/images/painting165.png,https://www.youtube.com/embed/cMwkY8ojRik,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
121,Secluded Bridge,10,4,https://www.twoinchbrush.com/images/painting166.png,https://www.youtube.com/embed/vrAMRxBB5KI,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
122,Ocean Breeze,10,5,https://www.twoinchbrush.com/images/painting167.png,https://www.youtube.com/embed/XZmdzfvXRuw,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre"
123,Autumn Woods,10,6,https://www.twoinchbrush.com/images/painting168.png,https://www.youtube.com/embed/vKyMU5Z8cDI,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
124,Winter Solitude,10,7,https://www.twoinchbrush.com/images/painting170.png,https://www.youtube.com/embed/ov4YaCQB9co,"Alizarin Crimson, Bright Red, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown"
125,Golden Sunset,10,8,https://www.twoinchbrush.com/images/painting171.png,https://www.youtube.com/embed/CiNDyckERXQ,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
126,Mountain Oval,10,9,https://www.twoinchbrush.com/images/painting172.png,https://www.youtube.com/embed/Qj6lMtnCt8o,"Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
127,Ocean Sunset,10,10,https://www.twoinchbrush.com/images/painting173.png,https://www.youtube.com/embed/OJ_xqtvZf3o,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre"
128,Triple View,10,11,https://www.twoinchbrush.com/images/painting174.png,https://www.youtube.com/embed/zoTeyliLn5o,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
129,Winter Frost,10,12,https://www.twoinchbrush.com/images/painting175.png,https://www.youtube.com/embed/8satX-hLkuI,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown"
130,Lakeside Cabin,10,13,https://www.twoinchbrush.com/images/painting176.png,https://www.youtube.com/embed/1l_TsfCIb_I,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
131,Mountain Stream,11,1,https://www.twoinchbrush.com/images/painting150.png,https://www.youtube.com/embed/xdFCj6BzQio,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
132,Country Cabin,11,2,https://www.twoinchbrush.com/images/painting151.png,https://www.youtube.com/embed/Dkww2nHpuZw,"Alizarin Crimson, Bright Red, Dark Sienna, Midnight Black, Prussian Blue, Titanium White, Van Dyke Brown"
133,Daisy Delight,11,3,https://www.twoinchbrush.com/images/painting152.png,https://www.youtube.com/embed/HuHC1RqtvDA,"Alizarin Crimson, Cadmium Yellow, Dark Sienna, Liquid Clear, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
134,Hidden Stream,11,4,https://www.twoinchbrush.com/images/painting153.png,https://www.youtube.com/embed/JGzTg8fCj4w,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
135,Towering Glacier,11,5,https://www.twoinchbrush.com/images/painting154.png,https://www.youtube.com/embed/67vdGbA3Xkg,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
136,Oval Barn,11,6,https://www.twoinchbrush.com/images/painting155.png,https://www.youtube.com/embed/HqBhCibidNM,"Bright Red, Dark Sienna, Midnight Black, Prussian Blue, Titanium White, Van Dyke Brown"
137,Lakeside Path,11,7,https://www.twoinchbrush.com/images/painting156.png,https://www.youtube.com/embed/1yjGoJokbZg,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
138,Sunset Oval,11,8,https://www.twoinchbrush.com/images/painting157.png,https://www.youtube.com/embed/9xG6IzcGotI,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
139,Winter Barn,11,9,https://www.twoinchbrush.com/images/painting158.png,https://www.youtube.com/embed/_xkn0ceDreo,"Alizarin Crimson, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown"
140,Sunset over the Waves,11,10,https://www.twoinchbrush.com/images/painting159.png,https://www.youtube.com/embed/c4b_B2F1eZg,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown"
141,Golden Glow,11,11,https://www.twoinchbrush.com/images/painting160.png,https://www.youtube.com/embed/aA8RhtaWACA,"Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre"
142,Roadside Barn,11,12,https://www.twoinchbrush.com/images/painting161.png,https://www.youtube.com/embed/vJpKhiXvXdA,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
143,Happy Accident,11,13,https://www.twoinchbrush.com/images/painting162.png,https://www.youtube.com/embed/Fw6odlNp7_8,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
144,Golden Knoll,12,1,https://www.twoinchbrush.com/images/painting137.png,https://www.youtube.com/embed/-O0Bs65eN5w,"Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Titanium White, Van Dyke Brown, Yellow Ochre"
145,Mountain Reflections,12,2,https://www.twoinchbrush.com/images/painting138.png,https://www.youtube.com/embed/rzYpa4XGSnA,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
146,Secluded Mountain,12,3,https://www.twoinchbrush.com/images/painting139.png,https://www.youtube.com/embed/3PZabdohLso,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
147,Bright Autumn Trees,12,4,https://www.twoinchbrush.com/images/painting140.png,https://www.youtube.com/embed/aR-C3h5zURM,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Black, Midnight Black, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
148,Black Seascape,12,5,https://www.twoinchbrush.com/images/painting141.png,https://www.youtube.com/embed/P_aCan4cBwc,"Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Phthalo Green, Titanium White, Van Dyke Brown"
149,Steep Mountains,12,6,https://www.twoinchbrush.com/images/painting142.png,https://www.youtube.com/embed/fRK8_ioYWw4,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
150,Quiet Mountains River,12,7,https://www.twoinchbrush.com/images/painting143.png,https://www.youtube.com/embed/Leiw-FtADZc,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
151,Evening Waterfall,12,8,https://www.twoinchbrush.com/images/painting144.png,https://www.youtube.com/embed/PutvF_P4588,"Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
152,Tropical Seascape,12,9,https://www.twoinchbrush.com/images/painting145.png,https://www.youtube.com/embed/RrBsbqO9aqI,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre"
153,Mountain at Sunset,12,10,https://www.twoinchbrush.com/images/painting146.png,https://www.youtube.com/embed/HCsCatvigtw,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
154,Soft Mountain Glow,12,11,https://www.twoinchbrush.com/images/painting147.png,https://www.youtube.com/embed/gOGJYHWjXgE,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
155,Mountain in an Oval,12,12,https://www.twoinchbrush.com/images/painting148.png,https://www.youtube.com/embed/1jRPshs27H8,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
156,Winter Mountain,12,13,https://www.twoinchbrush.com/images/painting149.png,https://www.youtube.com/embed/46vI20697HI,"Alizarin Crimson, Bright Red, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown"
157,Rolling Hills,13,1,https://www.twoinchbrush.com/images/painting124.png,https://www.youtube.com/embed/H4GyGrT7lEQ,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
158,Frozen Solitude,13,2,https://www.twoinchbrush.com/images/painting125.png,https://www.youtube.com/embed/kNZssD9zWlw,"Dark Sienna, Midnight Black, Prussian Blue, Titanium White, Van Dyke Brown"
159,Meadow Brook,13,3,https://www.twoinchbrush.com/images/painting126.png,https://www.youtube.com/embed/06W8GsWj2Yg,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
160,Evening at Sunset,13,4,https://www.twoinchbrush.com/images/painting127.png,https://www.youtube.com/embed/7ZUQTXuDPaI,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
161,Mountain View,13,5,https://www.twoinchbrush.com/images/painting128.png,https://www.youtube.com/embed/dJfnAyDLwPY,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
162,Hidden Creek,13,6,https://www.twoinchbrush.com/images/painting129.png,https://www.youtube.com/embed/KmoRz01bm0Y,"Black Gesso, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
163,Peaceful Haven,13,7,https://www.twoinchbrush.com/images/painting130.png,https://www.youtube.com/embed/j20pZ96E_CE,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
164,Mountain Exhibition,13,8,https://www.twoinchbrush.com/images/painting131.png,https://www.youtube.com/embed/bgI3_1quJ18,"Alizarin Crimson, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
165,Emerald Waters,13,9,https://www.twoinchbrush.com/images/painting132.png,https://www.youtube.com/embed/lLunPQBzW6g,"Black Gesso, Cadmium Yellow, Dark Sienna, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
166,Mountain Summit,13,10,https://www.twoinchbrush.com/images/painting133.png,https://www.youtube.com/embed/kasGRkfkiPM,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
167,Cabin Hideaway,13,11,https://www.twoinchbrush.com/images/painting134.png,https://www.youtube.com/embed/NjTlW2NL1Lo,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre"
168,Oval Essence,13,12,https://www.twoinchbrush.com/images/painting135.png,https://www.youtube.com/embed/q7WXF_BSEXw,"Alizarin Crimson, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Phthalo Green, Titanium White, Van Dyke Brown"
169,Lost Lake,13,13,https://www.twoinchbrush.com/images/painting136.png,https://www.youtube.com/embed/9-ATP8xyDM0,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
170,Distant Mountains,14,1,https://www.twoinchbrush.com/images/painting111.png,https://www.youtube.com/embed/GpA9UM7QGag,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
171,Meadow Brook Surprise,14,2,https://www.twoinchbrush.com/images/painting112.png,https://www.youtube.com/embed/Ov5oIHTAa10,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
172,Mountain Moonlight Oval,14,3,https://www.twoinchbrush.com/images/painting113.png,https://www.youtube.com/embed/CigXQtT6BPM,"Alizarin Crimson, Black Gesso, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
173,Snowy Solitude,14,4,https://www.twoinchbrush.com/images/painting114.png,https://www.youtube.com/embed/1ZriQGhSFTM,"Alizarin Crimson, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre"
174,Mountain River,14,5,https://www.twoinchbrush.com/images/painting115.png,https://www.youtube.com/embed/CnMLKAGi0yM,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
175,Graceful Mountains,14,6,https://www.twoinchbrush.com/images/painting116.png,https://www.youtube.com/embed/0uVe8T-vVVg,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
176,Windy Waves,14,7,https://www.twoinchbrush.com/images/painting117.png,https://www.youtube.com/embed/y6GVVjG4HMg,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Black, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
177,On a Clear Day,14,8,https://www.twoinchbrush.com/images/painting118.png,https://www.youtube.com/embed/e63Cgln6Yag,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre"
178,Riverside Escape Oval,14,9,https://www.twoinchbrush.com/images/painting119.png,https://www.youtube.com/embed/d83REwSGfGo,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
179,Surprising Falls,14,10,https://www.twoinchbrush.com/images/painting120.png,https://www.youtube.com/embed/QbclL1ca7_s,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
180,Shadow Pond,14,11,https://www.twoinchbrush.com/images/painting121.png,https://www.youtube.com/embed/BQWJ3kqonpA,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
181,Misty Forest Oval,14,12,https://www.twoinchbrush.com/images/painting122.png,https://www.youtube.com/embed/ddU9vQvSpw8,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
182,Natural Wonder,14,13,https://www.twoinchbrush.com/images/painting123.png,https://www.youtube.com/embed/knOutsaiKfU,"Alizarin Crimson, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
183,Splendor of Winter,15,1,https://www.twoinchbrush.com/images/painting98.png,https://www.youtube.com/embed/oJvk7gPDHiE,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre"
184,Colors of Nature,15,2,https://www.twoinchbrush.com/images/painting99.png,https://www.youtube.com/embed/Me9Ietooq4w,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
185,Grandpa's Barn,15,3,https://www.twoinchbrush.com/images/painting100.png,https://www.youtube.com/embed/IPPU49PyfEA,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
186,Peaceful Reflections,15,4,https://www.twoinchbrush.com/images/painting101.png,https://www.youtube.com/embed/gYuH4Ilqdhs,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
187,Hidden Winter Moon Oval,15,5,https://www.twoinchbrush.com/images/painting102.png,https://www.youtube.com/embed/yxAMOdl6RJE,"Alizarin Crimson, Black Gesso, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown"
188,Waves of Wonder,15,6,https://www.twoinchbrush.com/images/painting103.png,https://www.youtube.com/embed/tayQX_ng-Nc,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre"
189,Cabin by the Pond,15,7,https://www.twoinchbrush.com/images/painting104.png,https://www.youtube.com/embed/TyOO6WeP2AY,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
190,Fall Stream,15,8,https://www.twoinchbrush.com/images/painting105.png,https://www.youtube.com/embed/ZY0ofhdV_L0,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre"
191,Christmas Eve Snow,15,9,https://www.twoinchbrush.com/images/painting106.png,https://www.youtube.com/embed/cVqFG2pxK2A,"Alizarin Crimson, Black Gesso, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown"
